"Entity","Attribute","Classword_Type","Teradata_Type","PK","Required","Description","Parent_Entity"
"SERVICE_REQUEST_ACTIVITY","Service_Request_Activity_Estimated_Completion_Dt","Classword_Date","DATE","","N","This is the estimated completion date for this activity.",""
"SERVICE_REQUEST_ACTIVITY","Service_Request_Activity_Actual_Completion_Dt","Classword_Date","DATE","","N","This is the actual completion date for this activity.",""
"SERVICE_REQUEST_ACTIVITY_PARTY","Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for any individual or group of individuals that is of interest to the enterprise.",""
"SERVICE_REQUEST_ACTIVITY_PARTY","Service_Request_Id","Classword_Identifier","BIGINT","Y","Y","This uniquely identifies a service request.",""
"SERVICE_REQUEST_ACTIVITY_PARTY","Service_Request_Sequence_Num","Classword_Number","VARCHAR(50)","Y","Y","This is the date and time this action started for this service request.",""
"SERVICE_REQUEST_ACTIVITY_PARTY","Service_Request_Party_Role_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is the role of the party with the service request such as internal owner or vendor.",""
"SERVICE_REQUEST_ACTIVITY_STATUS","Service_Request_Id","Classword_Identifier","BIGINT","Y","Y","This uniquely identifies a service request.",""
"SERVICE_REQUEST_ACTIVITY_STATUS","Service_Request_Sequence_Num","Classword_Number","VARCHAR(50)","Y","Y","This is the date and time this action started for this service request.",""
"SERVICE_REQUEST_ACTIVITY_STATUS","Service_Request_Activity_Status_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The is the status date and time for this service request action.",""
"SERVICE_REQUEST_ACTIVITY_STATUS","Service_Request_Status_Type_Cd","Classword_Code","VARCHAR(50)","","N","This is a code for the status of a service request. Examples include pending cost estimate, pending internal approval, work in process, work completed, service request not approved by enterprise, and vendor declined to perform work.",""
"SERVICE_REQUEST_ACTIVITY_TYPE","Service_Request_Activity_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the type of activity that could be performed by the recipients of the service request such as 'estimating the cost of the request"", ""performing the request"", or ""service completed and bill submitted"".",""
"SERVICE_REQUEST_ACTIVITY_TYPE","Service_Request_Activity_Type_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"SERVICE_REQUEST_EVENT","Service_Request_Event_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier of the EVENT. In this context this is the event that is related to a service request.","EVENT"
"SERVICE_REQUEST_EVENT","Service_Request_Id","Classword_Identifier","BIGINT","","N","This uniquely identifies a service request.","EVENT"
"SERVICE_REQUEST_PARTY","Service_Request_Id","Classword_Identifier","BIGINT","Y","Y","This uniquely identifies a service request.",""
"SERVICE_REQUEST_PARTY","Party_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for any individual or group of individuals that is of interest to the enterprise.",""
"SERVICE_REQUEST_PARTY","Service_Request_Party_Role_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is the role of the party with the service request such as internal owner or vendor.",""
"SERVICE_REQUEST_PARTY","Service_Request_Party_Role_Start_Dt","Classword_Date","DATE","Y","Y","This is the date this party assumed this role with the service request.",""
"SERVICE_REQUEST_PARTY","Service_Request_Party_Role_End_Dt","Classword_Date","DATE","","N","This is the date this party no longer has this role with the service request.",""
"SERVICE_REQUEST_PARTY_ROLE","Service_Request_Party_Role_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is the role of the party with the service request such as internal owner or vendor.",""
"SERVICE_REQUEST_PARTY_ROLE","Service_Request_Party_Role_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"SERVICE_REQUEST_RELATED","Service_Request_Id","Classword_Identifier","BIGINT","Y","Y","This uniquely identifies a service request.",""
"SERVICE_REQUEST_RELATED","Related_Work_Order_Id","Classword_Identifier","BIGINT","Y","Y","Uniquely identifies a service request related to another service request.",""
"SERVICE_REQUEST_RELATED","Service_Request_Related_Role_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the relationship of one service request to another service request such as ""replaces"" or ""must be performed first"".",""
"SERVICE_REQUEST_RELATED_ROLE","Service_Request_Related_Role_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the relationship of one service request to another service request such as ""replaces"" or ""must be performed first"".",""
"SERVICE_REQUEST_RELATED_ROLE","Service_Request_Related_Role_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"SERVICE_REQUEST_STATUS","Service_Request_Id","Classword_Identifier","BIGINT","Y","Y","Uniquely identifies a service request.",""
"SERVICE_REQUEST_STATUS","Service_Request_Status_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The effective date and time of the status for a service request.",""
"SERVICE_REQUEST_STATUS","Service_Request_Status_Scheme_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This entity allows for more than one classification scheme for assigning status to the service request such as the status of work progress and the status of the quote for service.",""
"SERVICE_REQUEST_STATUS","Service_Request_Status_Type_Cd","Classword_Code","VARCHAR(50)","","N","This is a code for the status of a service request. Examples include pending cost estimate, pending internal approval, work in process, work completed, service request not approved by enterprise, and vendor declined to perform work.",""
"SERVICE_REQUEST_STATUS","Service_Request_Status_Reason_Cd","Classword_Code","VARCHAR(50)","","N","This is a code for the reason for the status. For example, if the code is ""Open On Hold,"" the reason may be ""Pending Personnel Resources.""",""
"SERVICE_REQUEST_STATUS_REASON","Service_Request_Status_Reason_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the reason for the status. For example, if the code is ""Open On Hold,"" the reason may be ""Pending Personnel Resources.""",""
"SERVICE_REQUEST_STATUS_REASON","Service_Request_Status_Reason_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"SERVICE_REQUEST_STATUS_SCHEME_TYPE","Service_Request_Status_Scheme_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This entity allows for more than one classification scheme for assigning status to the service request such as the status of work progress and the status of the quote for service.",""
"SERVICE_REQUEST_STATUS_SCHEME_TYPE","Service_Request_Status_Scheme_Type_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"SERVICE_REQUEST_STATUS_TYPE","Service_Request_Status_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the status of a service request. Examples include pending cost estimate, pending internal approval, work in process, work completed, service request not approved by enterprise, and vendor declined to perform work.",""
"SERVICE_REQUEST_STATUS_TYPE","Service_Request_Status_Type_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"SERVICE_REQUEST_SUBTYPE","Service_Request_Subtype_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code that is used as a subtype discriminator for service requests such as a service request to service an insurance claim.",""
"SERVICE_REQUEST_SUBTYPE","Service_Request_Subtype_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
