Theme,Capability,Sub_Capability,Data_Requirement,FSDM_Subject_Area,FSDM_Entities
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,External Data - Credit Rating,Party,PARTY_EXTERNAL_RATING; PARTY_LIABILITY_CREDIT_RATING; CREDIT_BUREAU_SCORE
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Customer Core Contact Details,Location,PARTY_CONTACT_POINT; ELECTRONIC_ADDRESS; POSTAL_ADDRESS; TELEPHONE_NUMBER
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Master & Reference Data - geography / location,Location,GEOGRAPHICAL_AREA; GEOGRAPHICAL_UNIT; SITE; POSTAL_ADDRESS
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Master & Reference Data - product,Product,Not mapped
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Master & Reference Data - exchange rates,Product,CURRENCY; CURRENCY_EXCHANGE_RATE; CURRENCY_PAIR
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,"External Data - market prices (E.g. equities, bonds, commodities)",Product,MARKET_INDEX; MARKET_INDEX_VALUE; INVESTMENT_PRODUCT; INVESTMENT_PRODUCT_PRICE
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Account / Policy / Service Holdings,Agreement,AGREEMENT; PARTY_AGREEMENT_ROLE; AGREEMENT_PARTY_ROLE; AGREEMENT_RELATIONSHIP
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Account / Policy / Service Detail,Agreement,AGREEMENT; LOAN_TERM_AGREEMENT; DEPOSIT_AGREEMENT; INSURANCE_AGREEMENT; CREDIT_CARD_AGREEMENT
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Account Status (open closed active / domant /inactive / closure reason ),Agreement,AGREEMENT; AGREEMENT_STATUS; AGREEMENT_STATUS_HISTORY
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Account Terms & Conditions,Agreement,AGREEMENT; AGREEMENT_CONDITION; AGREEMENT_TERM
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Coverage (insurance),Agreement,INSURANCE_COVERAGE; INSURANCE_AGREEMENT; COVERAGE_TYPE
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Account Balances,Agreement,AGREEMENT_SUMMARY; BALANCE_SUMMARY; AGREEMENT_BALANCE
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Investment Value,Agreement,INVESTMENT_ACCOUNT; INVESTMENT_HOLDING; INVESTMENT_PRODUCT_PRICE
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Market / Trading Book Positions,Agreement,TRADE_ORDER; TRADE_EXECUTION; TRADING_POSITION
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Mark to market valuations,Agreement,INVESTMENT_PRODUCT_PRICE; MARKET_INDEX_VALUE; AGREEMENT_VALUATION
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Account Maturity Dates & Repricing Schedules,Agreement,AGREEMENT; AGREEMENT_TERM; AGREEMENT_REPRICING_SCHEDULE
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Collateral Agreements,Agreement,COLLATERAL_AGREEMENT; COLLATERAL; COLLATERAL_VALUATION; PARTY_ASSET
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Risk Exposures,Agreement,AGREEMENT_RISK_METRIC; RISK_EXPOSURE; CREDIT_RISK_SUMMARY
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Account Limits,Cross Subject  -  Limits,AGREEMENT_LIMIT; LIMIT; PARTY_LIMIT
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,"Risk Segments, Cohorts & Groupings",Party or Agreement,PARTY_CLASSIFICATION; RISK_GRADE_VALUE; RISK_GRADE_SCHEME
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,"Provisions, Losses & Writeoffs",Party or Agreement,AGREEMENT_RISK_METRIC; PROVISION; WRITE_OFF; LOSS_EVENT
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,"Case History (Fraud, Money Laundering, Complaint)",Event,CASE; CASE_EVENT; CASE_PARTY_ROLE; FRAUD_CASE
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Claims,Event,CLAIM; CLAIM_STATUS; CLAIM_PARTY_ROLE; CLAIM_PAYMENT
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Defaults & Limit Breaches,Event,AGREEMENT_STATUS; DEFAULT_EVENT; LIMIT_BREACH_EVENT; AGREEMENT_RISK_METRIC
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Physical Assets,Party Asset,PARTY_ASSET; FIXED_ASSET; REAL_PROPERTY
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Physical Asset Valuations,Party Asset,PARTY_ASSET_VALUATION; COLLATERAL_VALUATION; REAL_PROPERTY_VALUATION
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Master & Reference Data - organisation hierarchy,Internal Organisation,ORGANIZATION; INTERNAL_ORGANIZATION_UNIT; ORGANIZATION_UNIT_RELATIONSHIP; ORGANIZATION_BUSINESS_TYPE
Risk Management & Regulation,Risk Insight,Single Customer View from a Risk Perspective,Master & Reference Data - Risk Policy Rules,Cross Subject - Document,RISK_GRADE_SCHEME; RISK_GRADE_VALUE; RISK_POLICY; BUSINESS_RULE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Single Customer View (Master Record),Party,PARTY; INDIVIDUAL; ORGANIZATION; HOUSEHOLD; PARTY_RELATIONSHIP; PARTY_IDENTIFICATION
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",KYC Data,Party,PARTY_IDENTIFICATION; PARTY_CLASSIFICATION; PARTY_IDENTITY_DOCUMENT; PARTY_COMPLIANCE_VERIFICATION
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Customer Demographics,Party,INDIVIDUAL; PARTY_DEMOGRAPHIC; PARTY_CLASSIFICATION; PARTY_PREFERENCE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Customer Attitudinal Data,Party,PARTY_PREFERENCE; PARTY_CLASSIFICATION; PARTY_SURVEY_RESPONSE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Customer Segments,Party,PARTY_CLASSIFICATION; PARTY_SEGMENT; PARTY_CLASSIFICATION_VALUE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Legal Actions,Party,PARTY_LEGAL_ACTION; LEGAL_ACTION; PARTY_LITIGATION
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",External Prospect Data / Lists,Party,PARTY; PROSPECT; PARTY_LIST; PARTY_LIST_MEMBERSHIP
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",External Data - Social Media Data,Party,SOCIAL_MEDIA_ACCOUNT; SOCIAL_MEDIA_TRANSFER; SOCIAL_MEDIA_POST
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",External Data - Bureau data,Party,PARTY_CREDIT_BUREAU_REPORT; CREDIT_BUREAU_SCORE; PARTY_EXTERNAL_RATING
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",External Data - Credit Rating,Party,PARTY_EXTERNAL_RATING; PARTY_LIABILITY_CREDIT_RATING; CREDIT_BUREAU_SCORE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Master & Reference Data - staff / colleague,Party,INDIVIDUAL; ASSOCIATE; ASSOCIATE_ASSIGNMENT; INTERNAL_ORGANIZATION_UNIT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Customer Core Contact Details,Location,PARTY_CONTACT_POINT; ELECTRONIC_ADDRESS; POSTAL_ADDRESS; TELEPHONE_NUMBER
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Master & Reference Data - geography / location,Location,GEOGRAPHICAL_AREA; GEOGRAPHICAL_UNIT; SITE; POSTAL_ADDRESS
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Master & Reference Data - product,Product,Not mapped
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Master & Reference Data - exchange rates,Product,CURRENCY; CURRENCY_EXCHANGE_RATE; CURRENCY_PAIR
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules","External Data - market prices (E.g. equities, bonds, commodities)",Product,MARKET_INDEX; MARKET_INDEX_VALUE; INVESTMENT_PRODUCT; INVESTMENT_PRODUCT_PRICE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Account / Policy / Service Holdings,Agreement,AGREEMENT; PARTY_AGREEMENT_ROLE; AGREEMENT_PARTY_ROLE; AGREEMENT_RELATIONSHIP
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Account / Policy / Service Detail,Agreement,AGREEMENT; LOAN_TERM_AGREEMENT; DEPOSIT_AGREEMENT; INSURANCE_AGREEMENT; CREDIT_CARD_AGREEMENT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Account Status (open closed active / domant /inactive / closure reason ),Agreement,AGREEMENT; AGREEMENT_STATUS; AGREEMENT_STATUS_HISTORY
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Account Terms & Conditions,Agreement,AGREEMENT; AGREEMENT_CONDITION; AGREEMENT_TERM
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Account Feature Usage,Agreement,AGREEMENT_FEATURE; FEATURE; DESCRIPTIVE_FEATURE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules","Application Data (New Customer, New Product)",Agreement,APPLICATION; APPLICATION_STATUS; APPLICATION_PARTY_ROLE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Coverage (insurance),Agreement,INSURANCE_COVERAGE; INSURANCE_AGREEMENT; COVERAGE_TYPE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Account Balances,Agreement,AGREEMENT_SUMMARY; BALANCE_SUMMARY; AGREEMENT_BALANCE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Investment Value,Agreement,INVESTMENT_ACCOUNT; INVESTMENT_HOLDING; INVESTMENT_PRODUCT_PRICE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Market / Trading Book Positions,Agreement,TRADE_ORDER; TRADE_EXECUTION; TRADING_POSITION
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Mark to market valuations,Agreement,INVESTMENT_PRODUCT_PRICE; MARKET_INDEX_VALUE; AGREEMENT_VALUATION
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Account Maturity Dates & Repricing Schedules,Agreement,AGREEMENT; AGREEMENT_TERM; AGREEMENT_REPRICING_SCHEDULE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Account Repayment Schedules,Agreement,AGREEMENT_REPAYMENT_SCHEDULE; LOAN_TERM_AGREEMENT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Risk Exposures,Agreement,AGREEMENT_RISK_METRIC; RISK_EXPOSURE; CREDIT_RISK_SUMMARY
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Account Limits,Cross Subject  -  Limits,AGREEMENT_LIMIT; LIMIT; PARTY_LIMIT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Predictive Models - risk,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_LIABILITY_CREDIT_RATING
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules","Risk Segments, Cohorts & Groupings",Party or Agreement,PARTY_CLASSIFICATION; RISK_GRADE_VALUE; RISK_GRADE_SCHEME
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules","Provisions, Losses & Writeoffs",Party or Agreement,AGREEMENT_RISK_METRIC; PROVISION; WRITE_OFF; LOSS_EVENT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Financial Transactions,Event,MONETARY_TRANSACTION; TRANSACTION_TYPE; FINANCIAL_TRANSACTION; PAYMENT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Offline Customer Interactions - Branch,Event,DIRECT_CONTACT_EVENT; BRANCH_VISIT_EVENT; CHANNEL_INSTANCE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Offline Customer Interactions - Call Centre,Event,DIRECT_CONTACT_EVENT; CALL_EVENT; CHANNEL_INSTANCE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Offline Customer Interactions - letters,Event,DIRECT_CONTACT_EVENT; CORRESPONDENCE_EVENT; DOCUMENT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Offline Customer Interactions - sms text,Event,DIRECT_CONTACT_EVENT; SMS_EVENT; ELECTRONIC_ADDRESS
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Online Interactions -  webchat (internal & external),Event,WEB_VISIT; WEB_PAGE_VIEW; ONLINE_INTERACTION_EVENT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Online Interactions colleague intranet,Event,WEB_VISIT; WEB_PAGE_VIEW
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Online Interactions customer digital banking site (web log),Event,WEB_VISIT; WEB_PAGE_VIEW; EXTENDED_SESSION_INFORMATION; ONLINE_APPLICATION_ACCESS
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Online Interactions customer general banking site,Event,WEB_VISIT; WEB_PAGE_VIEW; ONLINE_INTERACTION_EVENT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Online Interactions email - customer & employee,Event,DIRECT_CONTACT_EVENT; EMAIL_EVENT; ELECTRONIC_ADDRESS
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Online Interactions mobile app,Event,WEB_VISIT; WEB_PAGE_VIEW; MOBILE_APP_EVENT; CHANNEL_INSTANCE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Online Interactions off-site - ad server,Event,AD; AD_PLACEMENT; AD_IMPRESSION; AD_CAMPAIGN_OBJECTIVE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Online Interactions prospect / unidentified customer (web log),Event,WEB_VISIT; WEB_PAGE_VIEW; VISITOR_INTERACTION_EVENT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules","Case History (Fraud, Money Laundering, Complaint)",Event,CASE; CASE_EVENT; CASE_PARTY_ROLE; FRAUD_CASE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Claims,Event,CLAIM; CLAIM_STATUS; CLAIM_PARTY_ROLE; CLAIM_PAYMENT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Defaults & Limit Breaches,Event,AGREEMENT_STATUS; DEFAULT_EVENT; LIMIT_BREACH_EVENT; AGREEMENT_RISK_METRIC
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Closed Loop Outcomes / Channel Responses,Event,CAMPAIGN_RESPONSE; CAMPAIGN_OFFER_RESPONSE; DIRECT_CONTACT_EVENT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Internal Process Activity Data,Event,EVENT; PROCESS_EVENT; OPERATIONAL_EVENT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Customer interview / fact find,Event or Cross Subject - Document,DOCUMENT; SURVEY; SURVEY_QUESTION_RESPONSE; PARTY_DOCUMENT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Physical Assets,Party Asset,PARTY_ASSET; FIXED_ASSET; REAL_PROPERTY
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Physical Asset Valuations,Party Asset,PARTY_ASSET_VALUATION; COLLATERAL_VALUATION; REAL_PROPERTY_VALUATION
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Master & Reference Data - organisation hierarchy,Internal Organisation,ORGANIZATION; INTERNAL_ORGANIZATION_UNIT; ORGANIZATION_UNIT_RELATIONSHIP; ORGANIZATION_BUSINESS_TYPE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Master & Reference Data - Campaign,Campaign,CAMPAIGN; CAMPAIGN_TYPE; CAMPAIGN_STATUS; CAMPAIGN_WAVE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules","Model Metadata (E.g. defintion, assumptions, metrics)",Analytical Model,ANALYTICAL_MODEL; MODEL_RUN; MODEL_PARAMETER
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Risk Scenario & Stress Testing Results,Analytical Model,RISK_CALCULATION_SCENARIO; RISK_SCENARIO_RESULT; STRESS_TEST_RESULT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules","Documents - Structured Data Capture (Survey, Application Forms)",Cross Subject - Document,DOCUMENT; DOCUMENT_TYPE; SURVEY; APPLICATION
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Text Data,Cross Subject - Document,DOCUMENT; TEXT_CONTENT; DIGITAL_CONTENT
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Master & Reference Data - Risk Policy Rules,Cross Subject - Document,RISK_GRADE_SCHEME; RISK_GRADE_VALUE; RISK_POLICY; BUSINESS_RULE
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",External Data - Fraud Watch Lists,Cross Subject - Watch List,WATCH_LIST; WATCH_LIST_ENTRY; PARTY_WATCH_LIST_CHECK
Risk Management & Regulation,Risk Insight,"Policy, Forensics and Underwriter Rules",Compliance Approvals,Cross Subject,COMPLIANCE_EVENT; APPROVAL; PARTY_COMPLIANCE_VERIFICATION
