"Entity","Attribute","DataType","PK","FK","Nullable","Description"
"ADDRESS SUBTYPE","Locator Type Cd","N/A (LDM)","","","",""
"ADDRESS SUBTYPE","Address Subtype Desc","N/A (LDM)","","","","A description of the ADDRESS SUBTYPE."
"ADDRESS SUBTYPE","Locator Type Desc","N/A (LDM)","","","",""
"ADJUDICATION AMOUNT TYPE","Insurance (all LOB)","N/A (LDM)","Y","","",""
"ADJUDICATION AMOUNT TYPE","Adjudication Amount Type Cd","N/A (LDM)","","","","The type of monetary amount on a claim resulting from adjudication.  Sample values include: - Noncovered amount - Paid amount - Copaid amount - Deductible amount - Withheld amount - Allowed amount - Discount amount - Per day limit amount - Tax amount"
"ADJUDICATION AMOUNT TYPE","Adjudication Amount Type Desc","N/A (LDM)","","","","The description for the code."
"ADJUDICATION TYPE","Insurance (all LOB)","N/A (LDM)","Y","","",""
"ADJUDICATION TYPE","Adjudication Type Cd","N/A (LDM)","","","","A code used to uniquely identify the adjudication type code.  Examples: - Internal  - COB (Coordination of Benefits)"
"ADJUDICATION TYPE","Adjudication Type Desc","N/A (LDM)","","","","A brief explanation of the adjudication type code."
"ADJUSTED EARNING","Associate Payroll Transaction Id","N/A (LDM)","Y","","",""
"ADJUSTED EARNING SUBTYPE","Adjusted Earning Subtype Cd","N/A (LDM)","Y","","","This is a code for the types of adjusted earnings.  Examples: - Retroactive pay  - Reimbursement for over withheld taxes  - Other corrections including negative adjustments"
"ADJUSTED EARNING SUBTYPE","Adjusted Earning Subtype Desc","N/A (LDM)","","","","This is a description of the code."
"ADJUSTMENT REASON TYPE","Adjustment Reason Type Cd","N/A (LDM)","Y","","",""
"ADJUSTMENT REASON TYPE","Adjustment Reason Type Desc","N/A (LDM)","","","","This attribute contains the textual description of the code."
"ADJUSTMENT TYPE","Adjustment Type Cd","N/A (LDM)","Y","","","This attribute reflects the type code for a monetary adjustment made to an INVOICE or invoice line.   Examples of ADJUSTMENT TYPEs could include goodwill, debit, rating change, bad debt, and increase adjustment."
"ADJUSTMENT TYPE","Adjustment Type Desc","N/A (LDM)","","","","This attribute contains the textual description of the code."
"ADMINISTRATIVE ALERT","Alert Estimated Issuance Dttm","N/A (LDM)","Y","","","The issuance date and time for the ADMINISTRATIVE ALERT."
"ADVERTISEMENT USAGE INFORMATION","Receiver Usage Start Dttm","N/A (LDM)","Y","","","Start date and time of the TV Receiver device usage period."
"AFFILIATE PRODUCT AGREEMENT","","N/A (LDM)","","","","This is an agreement between the financial institution and a company to provide financial products to that company's employees at a discount."
"AFTER TAX CHARITABLE CONTRIBUTION","","N/A (LDM)","","","","An after tax deduction for a charitable contribution, such as United Way."
"AFTER TAX DEDUCTION","Assoc Payroll Transaction Id","N/A (LDM)","Y","","",""
"AFTER TAX DEDUCTION SUBTYPE","After Tax Deduction Subtype Cd","N/A (LDM)","Y","","","A code that uniquely identifies an AFTER TAX DEDUCTION SUBTYPE."
"AFTER TAX DEDUCTION SUBTYPE","After Tax Deduction Subtype Desc","N/A (LDM)","","","","A description of the AFTER TAX DEDUCTION SUBTYPE."
"AFTER TAX SAVINGS PLAN","","N/A (LDM)","","","","A savings plan that consists of deductions from an Associate's pay on an after tax basis."
"AGE DETERMINATION TYPE","Age Determination Type Cd","N/A (LDM)","Y","","","A code for whether the age was determined based on the next birthdate or the last birthdate."
"AGE DETERMINATION TYPE","Age Determination Type Desc","N/A (LDM)","","","","A description of the code."
"AGENCY CREDIT REPORT","Obligor First Name","N/A (LDM)","Y","","","The first name of the obligor as reported by the agency."
"AGENCY CREDIT REPORT","Obligor Middle Name","N/A (LDM)","","","","The middle name or initial of the obligor as reported by the agency."
"AGENCY CREDIT REPORT","Obligor Last Name","N/A (LDM)","","","","The last name of the obligor as reported by the agency."
"AGENCY CREDIT REPORT","Obligor Street Num","N/A (LDM)","","","","The street number of the obligor's residence as reported by the agency."
"AGENCY CREDIT REPORT","Obligor Street Name","N/A (LDM)","","","","The street name of the obligor's residence as reported by the agency."
"AGENCY CREDIT REPORT","Obligor Residence City Name","N/A (LDM)","","","","The city of the obligor's residence as reported by the agency."
"AGENCY CREDIT REPORT","Obligor Residence State Name","N/A (LDM)","","","","The state of the obligor's residence as reported by the agency."
"AGENCY CREDIT REPORT","Obligor Residence Postal Num","N/A (LDM)","","","","The postal number of the obligor's residence as reported by the agency."
"AGENCY CREDIT REPORT","Derogatory Public Record Cnt","N/A (LDM)","","","","The number of derogatory public records as reported by the agency for this obligor."
"AGENCY CREDIT REPORT","Collection Cnt","N/A (LDM)","","","","The number of times this obligor has been in collections as reported by the agency."
"AGENCY CREDIT REPORT","Months Since Last Inquiry Cnt","N/A (LDM)","","","","The number of months since the last inquiry as reported by the agency."
"AGENCY CREDIT REPORT","Department Store Trade Cnt","N/A (LDM)","","","","The number of department store reports as reported by this agency."
"AGENCY CREDIT REPORT","Worst Credit Rating Num","N/A (LDM)","","","","The worst credit rating reported by this agency for this obligor."
"AGENCY CREDIT REPORT","Mortgage Balance Amt","N/A (LDM)","","","","The amount of the mortgage balance as reported by the agency."
"AGENT APPLICATION DETAIL","Insurance (all LOB)","N/A (LDM)","Y","","",""
"AGENT APPLICATION DETAIL","Commission Share Pct","N/A (LDM)","","","","Percent value of the commission to be received by the agent based on their activity relationship to this sale."
"AGENT APPLICATION DETAIL","Agent Report Ind","N/A (LDM)","","","","Indicator to indicate if an Agent Report on this application exists."
"AGENT BROKER AGREEMENT DETAIL","Insurance (all LOB)","N/A (LDM)","Y","","",""
"AGENT BROKER AGREEMENT DETAIL","Commission Rate","N/A (LDM)","","","","The commission rate is the factor to be applied to the premium amount."
"AGENT COMMISSION OPTION TYPE","Insurance (all LOB)","N/A (LDM)","Y","","",""
"AGENT COMMISSION OPTION TYPE","Agent Commission Option Cd","N/A (LDM)","","","","The code for the option of receiving commission payments. Examples are: - Monthly payment - Separate check - Include in base payment"
"AGENT COMMISSION OPTION TYPE","Agent Commission Option Desc","N/A (LDM)","","","","The description for the code."
"AGENT INDEPENDENCE TYPE","Agent Independence Type Cd","N/A (LDM)","Y","","","The degree to which the agent is independent of the insurance company it represents such as employed, fully independent, limited independence, or tied."
"AGENT INDEPENDENCE TYPE","Agent Independence Type Desc","N/A (LDM)","","","","This is a description of the code."
"AGENT PARTICIPATION TYPE","Insurance (all LOB)","N/A (LDM)","Y","","",""
"AGENT PARTICIPATION TYPE","Agent Participation Type Cd","N/A (LDM)","","","","The code for the type of participation of an agent related to an application.   Examples: - Branch manager - Primary sales agent - Apprentice sales agent"
"AGENT PARTICIPATION TYPE","Agent Participation Type Desc","N/A (LDM)","","","","The description for the code."
"AGENT REPORT","Insurance (all LOB)","N/A (LDM)","Y","","",""
"AGENT REPORT","Regular Premium Period Cd","N/A (LDM)","","","",""
"AGENT REPORT","Premium Amt","N/A (LDM)","","","","Amount of the premium for the policy coverage the agent told the applicant the coverage would cost, at the time the application was taken.  In the specified currency."
"AGENT REPORT","Regular Premium Period Num","N/A (LDM)","","","","The value associated with the Regular Premium Period. For example, if the regular premium period is month then the value could be 1, which means the regular premium period is one month."
"AGENT REPORT","See Child Ind","N/A (LDM)","","","","Indicator to indicate that the agent actually saw the child/children listed as named insurers on the application at the time the application was taken."
"AGENT REPORT","Cash Received Ind","N/A (LDM)","","","","Indicator to indicate that cash payment was received by the agent from the applicant at the time of application."
"AGENT REPORT","Forms Delivered Ind","N/A (LDM)","","","","Indicator to indicate that the agent delivered all the legal forms and notices to the applicant at the time the application was taken."
"AGENT REPORT","Forms Received Ind","N/A (LDM)","","","","Indicator to indicate that all forms the applicant needed to submit at the time the application was taken were given to the agent."
"AGENT REPORT","Application Written Location Ind","N/A (LDM)","","","","Indicator to indicate if the policy application was written at the applicant's location or the agent's location/sales office."
"AGENT REPORT","Replacement Insurance Ind","N/A (LDM)","","","","Indicator to indicate that the policy application is for replacement insurance based on the agents understanding at the time the application was taken."
"AGREEMENT","Agreement Id","N/A (LDM)","Y","","","The unique identifier for the agreement."
"AGREEMENT","Agreement Source Cd","N/A (LDM)","","","","A code for the source of information for a data element. Many demographics and psychographics are acquired from third parties. They may also originate internally from loan applications. Scores come from statistical models. This is really metadata and technically does not belong in the logical model. Taken to an extreme, you could have data source for every attribute, which is what metadata does."
"AGREEMENT","Agreement Current Status Cd","N/A (LDM)","","","","The unique code for the status of an agreement such as active, inactive, or dormant.  In this context, this is the current status."
"AGREEMENT","Agreement Current Status Reason Cd","N/A (LDM)","","","","A code that describes the reason the agreement was terminated such as moved, deceased, or dissatisfied with the arrangement.  In this context, this is the reason for the current status."
"AGREEMENT","Agreement Open Dttm","N/A (LDM)","","","","The original date and time this agreement became legally effective.  For capital markets, the inclusion of time is important for dealing room operations."
"AGREEMENT","Agreement Close Dttm","N/A (LDM)","","","","The date the agreement actually finally ended. The final end date.  For capital markets, the inclusion of time is important for dealing room operations."
"AGREEMENT","Agreement Obtained Cd","N/A (LDM)","","","","The unique code for how the agreement was obtained such as walked in, promotion, and word of mouth."
"AGREEMENT","Agreement Processing Dt","N/A (LDM)","","","","The date the agreement was entered into the data processing system of the financial institution."
"AGREEMENT","Agreement Signed Dt","N/A (LDM)","","","","The date the conditions of the agreement were agreed upon by the involved parties."
"AGREEMENT","Agreement Name","N/A (LDM)","","","","The name of the agreement between parties.  If the agreement is between the financial institution and a big corporation, with many other agreements or accounts involved, the account, which in this case is a contract, may have a name for easy reference."
"AGREEMENT","Alternate Agreement Name","N/A (LDM)","","","","Another name for this agreement other than the official contract name. This may be an informal name such as 'John's checking account.'"
"AGREEMENT","Agreement Planned Expiration Dt","N/A (LDM)","","","","The date when the current contract is planned to end.   For credit card, it is null; for merchant contracts, this has a value; for line of credit, it has a value; for certificate of deposit, it is the last end date for the maximum times a CD can be renewed. For example, some CDs have a maximum number of times they can roll over (e.g., three times for a one-year term). The expiration date would be the three years."
